RadlexID	Common ID	Name
RID29913	4014105	left areola
RID29914	4013510	areola of male breast
RID29915	4013512	areola of right male breast
RID29916	4013509	areola of left male breast
RID29917	4013507	areola of female breast
RID29918	4013511	areola of right female breast
RID29919	4013508	areola of left female breast
RID29927	4014821	quadrant of breast
RID29928	4015505	upper outer quadrant of breast
RID29929	4015507	upper outer quadrant of right female breast
RID29930	4015506	upper outer quadrant of left female breast
RID29931	4015500	upper inner quadrant of breast
RID29932	4015502	upper inner quadrant of right female breast
RID29933	4015501	upper inner quadrant of left female breast
RID29934	4014463	lower outer quadrant of breast
RID29935	4014465	lower outer quadrant of right female breast
RID29936	4014464	lower outer quadrant of left female breast
RID29937	4014458	lower inner quadrant of breast
RID29938	4014460	lower inner quadrant of right female breast
RID29939	4014459	lower inner quadrant of left female breast
RID29940	4015341	superior region of breast
RID29941	4015343	superior region of right breast
RID29942	4015342	superior region of left breast
RID29943	4014521	medial region of breast
RID29944	4014523	medial region of right breast
RID29945	4014522	medial region of left breast
RID29946	4014069	lateral region of breast
RID29947	4014071	lateral region of right breast
RID29948	4014070	lateral region of left breast
RID29949	4013598	central region of breast
RID29950	4013600	central region of right breast
RID29951	4013599	central region of left breast
RID29952	4015296	subareolar region of breast
RID29953	4015298	subareolar region of right breast
RID29954	4015297	subareolar region of left breast
RID29955	4013432	accessory breast
RID3000_RID2993	4014801	proximal phalanx of great toe
RID3000_RID2996	4014803	proximal phalanx of second toe
RID3000_RID2997	4014805	proximal phalanx of third toe
RID3000_RID2998	4014800	proximal phalanx of fourth toe
RID3000_RID2999	4014797	proximal phalanx of fifth toe
RID30008	4013458	anterior abdominal wall
RID3001_RID2996	4014573	middle phalanx of second toe
RID3001_RID2997	4014575	middle phalanx of third toe
RID3001_RID2998	4014571	middle phalanx of fourth toe
RID3001_RID2999	4014569	middle phalanx of fifth toe
RID30014	4015535	wall of abdomen
RID3002_RID2993	4013745	distal phalanx of great toe
RID3002_RID2996	4013747	distal phalanx of second toe
RID3002_RID2997	4013749	distal phalanx of third toe
RID3002_RID2998	4013744	distal phalanx of fourth toe
RID3002_RID2999	4013741	distal phalanx of fifth toe
RID30036	4014969	right hemiscrotum
RID30037	4014198	left hemiscrotum
RID3004	4013455	ankle joint
RID301	4014660	ovarian ligament
RID3015	4013500	anterior tibiotalar ligament
RID3016	4014778	posterior tibiotalar ligament
RID3018	4015455	tibiocalcaneal ligament
RID302	4015513	uterus
RID3020	4015456	tibionavicular ligament
RID3022	4013494	anterior talofibular ligament
RID3023	4013577	calcaneofibular ligament
RID3024	4014772	posterior talofibular ligament
RID303	4013876	fundus of uterus
RID30324	4013412	right adrenal gland
RID30325	4013413	left adrenal gland
RID30345	4015195	right uterine tube
RID30346	4014424	left uterine tube
RID3055	4013576	calcaneocuboid joint
RID30683	4014598	myometrium of cervix
RID30748	4015127	right round ligament of uterus
RID30749	4014356	left round ligament of uterus
RID30781	4013537	back
RID308	4013612	cervix of uterus
RID30844	4015194	right ureter
RID30845	4014423	left ureter
RID30906	4013954	iliopsoas muscle
RID30907	4014976	right iliopsoas muscle
RID30908	4014205	left iliopsoas muscle
RID30958	4013767	endometrium
RID3129_RID2993	4014550	metatarsophalangeal joint of great toe
RID3129_RID2996	4014551	metatarsophalangeal joint of second toe
RID3129_RID2997	4014552	metatarsophalangeal joint of third toe
RID3129_RID2998	4014549	metatarsophalangeal joint of fourth toe
RID3129_RID2999	4014548	metatarsophalangeal joint of fifth toe
RID3139_RID2996	4014793	proximal interphalangeal joint of second toe
RID3139_RID2997	4014795	proximal interphalangeal joint of third toe
RID3139_RID2998	4014791	proximal interphalangeal joint of fourth toe
RID3139_RID2999	4014789	proximal interphalangeal joint of fifth toe
RID3148_RID2996	4013736	distal interphalangeal joint of second toe
RID3148_RID2997	4013738	distal interphalangeal joint of third toe
RID3148_RID2998	4013734	distal interphalangeal joint of fourth toe
RID3148_RID2999	4013732	distal interphalangeal joint of fifth toe
RID315	4014597	myometrium
RID31555	4013422	abdominal part of esophagus
RID31596	4013810	external oblique
RID31597	4014936	right external oblique
RID31598	4014165	left external oblique
RID31599	4014011	internal oblique
RID31600	4014991	right internal oblique
RID31601	4014220	left internal oblique
RID31602	4015465	transversus abdominis
RID31603	4015184	right transversus abdominis
RID31604	4014413	left transversus abdominis
RID31607	4014822	quadratus lumborum
RID31608	4015110	right quadratus lumborum
RID31609	4014339	left quadratus lumborum
RID31610	4014832	rectus abdominis
RID31611	4015116	right rectus abdominis
RID31612	4014345	left rectus abdominis
RID3162	4013788	extensor digitorum brevis muscle
RID3163	4013791	extensor hallucis brevis muscle
RID3165	4013428	abductor hallucis muscle
RID3166	4013842	flexor digitorum brevis muscle
RID3167	4013424	abductor digiti minimi muscle
RID31686	4013768	endometrium of cervix
RID3169	4014823	quadratus plantae muscle
RID31695	4015066	right ovarian ligament
RID31696	4014295	left ovarian ligament
RID3172	4014469	lumbrical muscle of foot
RID3173	4013847	flexor hallucis brevis muscle
RID31748	4013860	fossa for gallbladder
RID3176	4013443	adductor hallucis muscle
RID31789	4013664	cortex of right kidney
RID31790	4013662	cortex of left kidney
RID3181	4014734	plantar interossei muscle of foot
RID3182	4013752	dorsal interossei muscle of foot
RID3184	4013439	achilles tendon
RID3188	4013793	extensor hallucis longus tendon
RID31912	4013595	celiac lymph node group
RID31919	4013880	gastric lymph node group
RID3192	4013844	flexor digitorum longus tendon
RID3193	4013849	flexor hallucis longus tendon
RID31931	4014681	pancreatic lymph node group
RID3194	4015454	tibialis posterior tendon
RID31959	4014687	paracolic lymph node group
RID31968	4014535	mesenteric lymph node group
RID3197	4014717	peroneus brevis tendon
RID31977	4014779	precaval lymph node group
RID31997	4013934	hepatoportal lymph node group
RID32011	4013637	common iliac lymph node group
RID32012	4014903	right common iliac lymph node group
RID32013	4014132	left common iliac lymph node group
RID32018	4013807	external iliac lymph node group
RID32019	4014934	right external iliac lymph node group
RID32020	4014163	left external iliac lymph node group
RID322	4015203	round ligament of uterus
RID32236	4014833	rectus capitis anterior
RID32237	4015117	right rectus capitis anterior
RID32238	4014346	left rectus capitis anterior
RID32239	4014834	rectus capitis lateralis
RID32240	4015118	right rectus capitis lateralis
RID32241	4014347	left rectus capitis lateralis
RID32242	4014455	longus colli
RID32243	4015015	right longus colli
RID32244	4014244	left longus colli
RID32245	4014454	longus capitis
RID32246	4015014	right longus capitis
RID32247	4014243	left longus capitis
RID32248	4015105	right psoas major
RID32249	4014334	left psoas major
RID32250	4015106	right psoas minor
RID32251	4014335	left psoas minor
RID32255	4015277	splenius cervicis
RID32256	4015144	right splenius cervicis
RID32257	4014373	left splenius cervicis
RID32258	4015276	splenius capitis
RID32259	4015143	right splenius capitis
RID32260	4014372	left splenius capitis
RID32262	4013951	iliocostalis cervicis
RID32263	4014975	right iliocostalis cervicis
RID32264	4014204	left iliocostalis cervicis
RID32274	4014452	longissimus capitis
RID32275	4015012	right longissimus capitis
RID32276	4014241	left longissimus capitis
RID32277	4014453	longissimus cervicis
RID32278	4015013	right longissimus cervicis
RID32279	4014242	left longissimus cervicis
RID32286	4015267	spinalis capitis
RID32287	4015141	right spinalis capitis
RID32288	4014370	left spinalis capitis
RID32294	4015226	semispinalis cervicis
RID32295	4015134	right semispinalis cervicis
RID32296	4014363	left semispinalis cervicis
RID32297	4015225	semispinalis capitis
RID32298	4015133	right semispinalis capitis
RID32299	4014362	left semispinalis capitis
RID32308	4014835	rectus capitis posterior major
RID32309	4015119	right rectus capitis posterior major
RID32310	4014348	left rectus capitis posterior major
RID32311	4014836	rectus capitis posterior minor
RID32312	4015120	right rectus capitis posterior minor
RID32313	4014349	left rectus capitis posterior minor
RID32314	4014623	obliquus capitis superior
RID32315	4015053	right obliquus capitis superior
RID32316	4014282	left obliquus capitis superior
RID32317	4014622	obliquus capitis inferior
RID32318	4015052	right obliquus capitis inferior
RID32319	4014281	left obliquus capitis inferior
RID325	4015515	vagina
RID32691	4013451	anal canal
RID32755	4014593	musculature of thorax
RID32769	4015238	set of intercostal muscles
RID32770	4015244	set of right intercostal muscles
RID32771	4015240	set of left intercostal muscles
RID32793	4014592	musculature of perineum
RID32807	4014591	musculature of back of thorax
RID32808	4014590	musculature of back of abdomen
RID32809	4014589	musculature of anterior abdominal wall
RID32811	4014588	musculature of abdomen
RID32817	4014743	posterior abdominal wall
RID32829	4015068	right ovary
RID32830	4014297	left ovary
RID32954	4013420	abdominal cavity
RID33180	4014536	mesentery
RID33194	4015361	suspensory ligament of ovary
RID33195	4015362	suspensory ligament of right ovary
RID33196	4015360	suspensory ligament of left ovary
RID33237	4014074	lateral superior area of lateral segment of left lobe of liver
RID33238	4014061	lateral inferior area of lateral segment of left lobe of liver
RID33239	4013493	anterior superior area of anterior segment of right lobe of liver
RID33240	4013478	anterior inferior area of anterior segment of right lobe of liver
RID33241	4014771	posterior superior area of posterior segment of right lobe of liver
RID33242	4014760	posterior inferior area of posterior segment of right lobe of liver
RID33243	4014524	medial superior area of medial segment of left lobe of liver
RID33244	4014513	medial inferior area of medial segment of left lobe of liver
RID33652	4013546	biliary tree
RID34068	4014895	right cerebral peduncle
RID34069	4014125	left cerebral peduncle
RID342	4013890	genital system of the male human body
RID342	4014361	left seminal vesicle
RID342	4014403	left testis
RID34263	4014020	Intramammary lymph node
RID343	4014787	prostate
RID34446	4015307	superficial cerebral vein
RID34469	4015096	right portal vein
RID34470	4014325	left portal vein
RID34530_RID2993	4014014	interphalangeal joint of great toe
RID34533	4014015	interphalangeal joint of thumb
RID34545	4013831	first metacarpal bone
RID34546	4015216	second metacarpal bone
RID34547	4015432	third metacarpal bone
RID34548	4013863	fourth metacarpal bone
RID34549	4013826	fifth metacarpal bone
RID34557	4014732	placenta
RID34558	4015492	umbilical cord
RID34559	4013616	chorion
RID34560	4013450	amnion
RID34571	4013611	cervical vertebral column
RID34572	4015441	thoracic vertebral column
RID34573	4014468	lumbar vertebral column
RID34801	4015425	testicular vein
RID34802	4014402	left testicular vein
RID34803	4015173	right testicular vein
RID34804	4014661	ovarian vein
RID34805	4015067	right ovarian vein
RID34806	4014296	left ovarian vein
RID34819	4013447	adrenal vein
RID34819	4014863	right adrenal vein
RID34884	4015493	umbilical vein
RID34890	4015510	urethra
RID34918	4014478	main bronchus
RID356	4014710	periprostatic venous plexus
RID357	4015224	seminal vesicle
RID358	4015517	vas deferens
RID35844	4013713	descending thoracic aorta
RID35916	4013488	anterior parietal artery
RID35951	4014679	pancreatic artery
RID35962	4015491	umbilical artery
RID36055	4015162	right superior ophthalmic vein
RID36056	4014391	left superior ophthalmic vein
RID361	4013762	ejaculatory duct
RID36100	4014984	right inferior ophthalmic vein
RID36101	4014213	left inferior ophthalmic vein
RID36102	4015152	right superficial middle cerebral vein
RID36103	4014381	left superficial middle cerebral vein
RID36147	4015316	superior anastomotic vein
RID36148	4015154	right superior anastomotic vein
RID36149	4014383	left superior anastomotic vein
RID36150	4014978	right inferior anastomotic vein
RID36151	4014207	left inferior anastomotic vein
RID36152	4013961	inferior cerebral vein
RID36153	4015523	vein of uncus
RID36154	4015522	vein of right uncus
RID36155	4015521	vein of left uncus
RID36159	4014881	right basal vein
RID36160	4014111	left basal vein
RID36161	4013460	anterior cerebral vein
RID36162	4014867	right anterior cerebral vein
RID36163	4014096	left anterior cerebral vein
RID36164	4013701	deep middle cerebral vein
RID36165	4014911	right deep middle cerebral vein
RID36166	4014140	left deep middle cerebral vein
RID36188	4014967	right great cerebral vein
RID36189	4014196	left great cerebral vein
RID36190	4014990	right internal cerebral vein
RID36191	4014219	left internal cerebral vein
RID362	4014704	penis
RID36254	4015060	right ophthalmic artery
RID36255	4014289	left ophthalmic artery
RID36392	4014866	right anterior cerebral artery
RID36393	4014095	left anterior cerebral artery
RID36418	4014890	right callosomarginal artery
RID36419	4014120	left callosomarginal artery
RID36434	4015083	right pericallosal artery
RID36435	4014312	left pericallosal artery
RID36443	4015048	right middle cerebral artery
RID36444	4014277	left middle cerebral artery
RID36453	4015368	temporal artery
RID36454	4015167	right temporal artery
RID36455	4014396	left temporal artery
RID36456	4014737	polar temporal artery
RID36457	4015094	right polar temporal artery
RID36458	4014323	left polar temporal artery
RID36459	4014874	right anterior temporal artery
RID36460	4014104	left anterior temporal artery
RID36461	4015102	right posterior temporal artery
RID36462	4014331	left posterior temporal artery
RID36488	4014059	lateral frontobasal artery
RID36489	4014999	right lateral frontobasal artery
RID36490	4014228	left lateral frontobasal artery
RID36494	4013519	artery of precentral sulcus
RID36495	4013521	artery of right precentral sulcus
RID36496	4013517	artery of left precentral sulcus
RID36497	4013518	artery of postcentral sulcus
RID36498	4013520	artery of right postcentral sulcus
RID36499	4013516	artery of left postcentral sulcus
RID365	4015214	scrotum
RID36500	4014872	right anterior parietal artery
RID36501	4014102	left anterior parietal artery
RID36502	4015101	right posterior parietal artery
RID36503	4014330	left posterior parietal artery
RID36504	4015098	right posterior communicating artery
RID36505	4014327	left posterior communicating artery
RID36541	4014868	right anterior choroidal artery
RID36542	4014097	left anterior choroidal artery
RID366	4015426	testis
RID36600	4015192	right uncal artery
RID36601	4014421	left uncal artery
RID36630	4015137	right side of genu of corpus callosum
RID36631	4014366	left side of genu of corpus callosum
RID36674	4015319	superior cerebellar vein
RID36675	4015157	right superior cerebellar vein
RID36676	4014386	left superior cerebellar vein
RID36677	4013960	inferior cerebellar vein
RID36678	4014980	right inferior cerebellar vein
RID36679	4014209	left inferior cerebellar vein
RID371	4013769	epididymis
RID375	4015263	spermatic cord
RID376	4014677	pampiniform plexus
RID37859	4015122	right renal artery
RID37860	4014351	left renal artery
RID37993	4015123	right renal vein
RID37994	4014352	left renal vein
RID38034	4015424	testicular artery
RID38035	4015172	right testicular artery
RID38036	4014401	left testicular artery
RID38068	4014659	ovarian artery
RID38069	4015065	right ovarian artery
RID38070	4014294	left ovarian artery
RID38122	4013979	inferior pancreatic artery
RID38281	4014960	right gastroepiploic vein
RID38283	4014186	left gastric vein
RID38284	4014957	right gastric vein
RID38289	4014559	middle colic vein
RID38290	4014901	right colic vein
RID38291	4013949	ileocolic vein
RID38296	4014682	pancreatic tributary of splenic vein
RID38297	4015250	short gastric vein
RID38298	4014189	left gastroepiploic vein
RID38666	4013466	anterior compartment of arm
RID38674	4014731	pituitary gland
RID38762	4013982	inferior phrenic artery
RID38808	4013499	anterior tibiofibular ligament
RID38809	4014777	posterior tibiofibular ligament
RID38996	4015174	right testis
RID38997	4014403	left testis
RID38998	4015077	right parotid gland
RID38999	4014306	left parotid gland
RID39003	4015302	sublingual gland
RID39004	4015148	right sublingual gland
RID39005	4014377	left sublingual gland
RID39006	4015149	right submandibular gland
RID39007	4014378	left submandibular gland
RID39008	4014997	right lacrimal gland
RID39009	4014226	left lacrimal gland
RID39061	4013801	external anal sphincter
RID39121	4014042	lateral
RID39247	4014529	median cubital vein
RID39248	4014527	median antebrachial vein
RID39309	4014079	leaflet of tricuspid valve
RID39320	4013480	anterior intercavernous sinus
RID39321	4014762	posterior intercavernous sinus
RID39355	4013722	diaphysis of radius
RID39500	4014441	levator ani
RID39518	4015252	shoulder
RID39569	4013399	whole body
RID39626	4014507	medial condyle of tibia
RID39627	4014506	medial condyle of right tibia
RID39628	4014504	medial condyle of left tibia
RID39629	4014052	lateral condyle of tibia
RID39630	4014051	lateral condyle of right tibia
RID39631	4014049	lateral condyle of left tibia
RID39646	4015005	right lateral tibial spine
RID39647	4014234	left lateral tibial spine
RID39648	4015043	right medial tibial spine
RID39649	4014272	left medial tibial spine
RID39671	4015129	right scapula
RID39672	4014358	left scapula
RID39681	4014637	olecranon
RID39682	4015057	right olecranon
RID39683	4014286	left olecranon
RID397	4014711	peritoneal cavity
RID39754	4013912	greater trochanter of right femur
RID39755	4013911	greater trochanter of left femur
RID39756	4014439	lesser trochanter of right femur
RID39757	4014438	lesser trochanter of left femur
RID39783	4015475	trochlea of right humerus
RID39784	4015474	trochlea of left humerus
RID39857	4014505	medial condyle of right femur
RID39858	4014503	medial condyle of left femur
RID39859	4014050	lateral condyle of right femur
RID39860	4014048	lateral condyle of left femur
RID39864	4015001	right lateral malleolus
RID39865	4014230	left lateral malleolus
RID39871	4015040	right medial malleolus
RID39872	4014269	left medial malleolus
RID39921	4013925	head of right humerus
RID39922	4013921	head of left humerus
RID39955	4013471	anterior compartment of right arm
RID39956	4013467	anterior compartment of left arm
RID39957	4014750	posterior compartment of arm
RID39958	4014753	posterior compartment of right arm
RID39959	4014751	posterior compartment of left arm
RID40003	4014858	right acromion
RID40004	4014087	left acromion
RID40025	4014908	right coracoid process
RID40026	4014137	left coracoid process
RID40098	4013556	body of scapula
RID40099	4013555	body of right scapula
RID40100	4013552	body of left scapula
RID40365	4014584	muscle body of obturator internus
RID40366	4014586	muscle body of right obturator internus
RID40367	4014583	muscle body of left obturator internus
RID40392	4014581	muscle body of coccygeus
RID40393	4014585	muscle body of right coccygeus
RID40394	4014582	muscle body of left coccygeus
RID406	4015528	vesicouterine pouch
RID407	4013672	cul-de-sac
RID40834	4015160	right superior glenohumeral ligament
RID40835	4014389	left superior glenohumeral ligament
RID40836	4015049	right middle glenohumeral ligament
RID40837	4014278	left middle glenohumeral ligament
RID40838	4014982	right inferior glenohumeral ligament
RID40839	4014211	left inferior glenohumeral ligament
RID40842	4014905	right coracoacromial ligament
RID40843	4014134	left coracoacromial ligament
RID40855	4015486	ulnar collateral ligament of left elbow
RID40856	4015487	ulnar collateral ligament of right elbow
RID40872	4014914	right dorsal radiocarpal ligament
RID40873	4014143	left dorsal radiocarpal ligament
RID40874	4014673	palmar radiocarpal ligament
RID40875	4015070	right palmar radiocarpal ligament
RID40876	4014299	left palmar radiocarpal ligament
RID40937	4014670	palmar intercarpal ligament
RID40938	4015069	right palmar intercarpal ligament
RID40939	4014298	left palmar intercarpal ligament
RID40943	4015092	right pisohamate ligament
RID40944	4014321	left pisohamate ligament
RID40945	4014730	pisometacarpal ligament
RID40946	4015093	right pisometacarpal ligament
RID40947	4014322	left pisometacarpal ligament
RID410	4014712	peritoneum
RID41025	4014962	right glenoid labrum
RID41026	4014191	left glenoid labrum
RID41100	4015171	right teres minor tendon
RID41101	4014400	left teres minor tendon
RID41108	4015151	right subscapularis tendon
RID41109	4014380	left subscapularis tendon
RID41116	4015165	right supraspinatus tendon
RID41117	4014394	left supraspinatus tendon
RID41124	4014988	right infraspinatus tendon
RID41125	4014217	left infraspinatus tendon
RID41143	4015403	tendon of right biceps femoris
RID41144	4015389	tendon of left biceps femoris
RID41175	4015452	tibialis anterior tendon
RID41176	4015181	right tibialis anterior tendon
RID41177	4014410	left tibialis anterior tendon
RID41178	4015183	right tibialis posterior tendon
RID41179	4014412	left tibialis posterior tendon
RID41186	4014926	right extensor hallucis longus tendon
RID41187	4014155	left extensor hallucis longus tendon
RID41191	4015379	tendon of extensor digitorum longus to second toe
RID41192	4015406	tendon of right extensor digitorum longus to right second toe
RID41193	4015392	tendon of left extensor digitorum longus to left second toe
RID41194	4015380	tendon of extensor digitorum longus to third toe
RID41195	4015407	tendon of right extensor digitorum longus to right third toe
RID41196	4015393	tendon of left extensor digitorum longus to left third toe
RID41197	4015378	tendon of extensor digitorum longus to fourth toe
RID41198	4015405	tendon of right extensor digitorum longus to right fourth toe
RID41199	4015391	tendon of left extensor digitorum longus to left fourth toe
RID41200	4015377	tendon of extensor digitorum longus to fifth toe
RID41201	4015404	tendon of right extensor digitorum longus to right fifth toe
RID41202	4015390	tendon of left extensor digitorum longus to left fifth toe
RID41203	4014721	peroneus tertius tendon
RID41204	4015090	right peroneus tertius tendon
RID41205	4014319	left peroneus tertius tendon
RID41206	4014719	peroneus longus tendon
RID41207	4015088	right peroneus longus tendon
RID41208	4014317	left peroneus longus tendon
RID41209	4015086	right peroneus brevis tendon
RID41210	4014315	left peroneus brevis tendon
RID41225	4014950	right flexor hallucis longus tendon
RID41226	4014179	left flexor hallucis longus tendon
RID41227	4014946	right flexor digitorum longus tendon
RID41228	4014175	left flexor digitorum longus tendon
RID413	4013885	gastrohepatic ligament
RID41494	4013837	flexor carpi radialis tendon
RID41495	4014943	right flexor carpi radialis tendon
RID41496	4014172	left flexor carpi radialis tendon
RID415	4013932	hepatoduodenal ligament
RID41500	4015073	right palmaris longus tendon
RID41501	4014302	left palmaris longus tendon
RID41516	4015385	tendon of flexor digitorum superficialis to index finger
RID41517	4015412	tendon of right flexor digitorum superficialis to right index finger
RID41518	4015398	tendon of left flexor digitorum superficialis to left index finger
RID41519	4015387	tendon of flexor digitorum superficialis to middle finger
RID41520	4015414	tendon of right flexor digitorum superficialis to right middle finger
RID41521	4015400	tendon of left flexor digitorum superficialis to left middle finger
RID41522	4015388	tendon of flexor digitorum superficialis to ring finger
RID41523	4015415	tendon of right flexor digitorum superficialis to right ring finger
RID41524	4015401	tendon of left flexor digitorum superficialis to left ring finger
RID41525	4015386	tendon of flexor digitorum superficialis to little finger
RID41526	4015413	tendon of right flexor digitorum superficialis to right little finger
RID41527	4015399	tendon of left flexor digitorum superficialis to left little finger
RID41581	4014953	right flexor pollicis longus tendon
RID41582	4014182	left flexor pollicis longus tendon
RID41589	4014918	right extensor carpi radialis longus tendon
RID41590	4014147	left extensor carpi radialis longus tendon
RID41591	4014916	right extensor carpi radialis brevis tendon
RID41592	4014145	left extensor carpi radialis brevis tendon
RID41595	4015408	tendon of right extensor digitorum to right index finger
RID41596	4015394	tendon of left extensor digitorum to left index finger
RID41597	4015383	tendon of extensor digitorum to middle finger
RID41598	4015410	tendon of right extensor digitorum to right middle finger
RID41599	4015396	tendon of left extensor digitorum to left middle finger
RID41600	4015411	tendon of right extensor digitorum to right ring finger
RID41601	4015397	tendon of left extensor digitorum to left ring finger
RID41602	4015382	tendon of extensor digitorum to little finger
RID41603	4015409	tendon of right extensor digitorum to right little finger
RID41604	4015395	tendon of left extensor digitorum to left little finger
RID41605	4014922	right extensor digiti minimi tendon
RID41606	4014151	left extensor digiti minimi tendon
RID41613	4014920	right extensor carpi ulnaris tendon
RID41614	4014149	left extensor carpi ulnaris tendon
RID41621	4014855	right abductor pollicis longus tendon
RID41622	4014084	left abductor pollicis longus tendon
RID41629	4014932	right extensor pollicis longus tendon
RID41630	4014161	left extensor pollicis longus tendon
RID41631	4014930	right extensor pollicis brevis tendon
RID41632	4014159	left extensor pollicis brevis tendon
RID41633	4014928	right extensor indicis tendon
RID41634	4014157	left extensor indicis tendon
RID417	4013882	gastrocolic ligament
RID41740	4014898	right clavicle
RID41741	4014128	left clavicle
RID41789	4013716	diaphysis of humerus
RID41790	4013724	diaphysis of right humerus
RID41791	4013718	diaphysis of left humerus
RID41792	4013725	diaphysis of right radius
RID41793	4013719	diaphysis of left radius
RID41794	4013729	diaphysis of ulna
RID41795	4013727	diaphysis of right ulna
RID41796	4013721	diaphysis of left ulna
RID41864	4013715	diaphysis of femur
RID41865	4013723	diaphysis of right femur
RID41866	4013717	diaphysis of left femur
RID41869	4013726	diaphysis of right tibia
RID41870	4013720	diaphysis of left tibia
RID41945	4014973	right humerus
RID41946	4014202	left humerus
RID42236	4015145	right sternoclavicular joint
RID42237	4014374	left sternoclavicular joint
RID42238	4014857	right acromioclavicular joint
RID42239	4014086	left acromioclavicular joint
RID42240	4014961	right glenohumeral joint
RID42241	4014190	left glenohumeral joint
RID42242	4014907	right coracoclavicular ligament
RID42243	4014136	left coracoclavicular ligament
RID42286	4013927	head of ulna
RID42289	4015292	styloid process of right ulna
RID42290	4015289	styloid process of left ulna
RID42720	4015188	right ulna
RID42721	4014417	left ulna
RID42722	4015291	styloid process of right radius
RID42723	4015288	styloid process of left radius
RID430	4013908	greater omentum
RID43006	4013650	coranoid process of right ulna
RID43007	4013649	coranoid process of left ulna
RID43018	4015115	right radius
RID43019	4014344	left radius
RID43045	4015185	right trapezius
RID43046	4014414	left trapezius
RID43050	4015009	right levator scapulae
RID43051	4014238	left levator scapulae
RID43052	4015136	right serratus anterior
RID43053	4014365	left serratus anterior
RID43054	4015125	right rhomboid major
RID43055	4014354	left rhomboid major
RID43056	4015126	right rhomboid minor
RID43057	4014355	left rhomboid minor
RID43059	4014913	right deltoid muscle
RID43060	4014142	left deltoid muscle
RID43061	4015164	right supraspinatus muscle
RID43062	4014393	left supraspinatus muscle
RID43063	4014987	right infraspinatus muscle
RID43064	4014216	left infraspinatus muscle
RID43065	4015169	right teres major muscle
RID43066	4014398	left teres major muscle
RID43067	4015170	right teres minor muscle
RID43068	4014399	left teres minor muscle
RID43069	4015150	right subscapularis muscle
RID43070	4014379	left subscapularis muscle
RID43071	4015081	right pectoralis major
RID43072	4014310	left pectoralis major
RID43073	4015082	right pectoralis minor
RID43074	4014311	left pectoralis minor
RID43078	4014883	right biceps brachii muscle
RID43079	4014113	left biceps brachii muscle
RID43080	4014906	right coracobrachialis muscle
RID43081	4014135	left coracobrachialis muscle
RID43082	4014886	right brachialis muscle
RID43083	4014116	left brachialis muscle
RID43084	4015186	right triceps brachii muscle
RID43085	4014415	left triceps brachii muscle
RID43089	4014864	right anconeus muscle
RID43090	4014093	left anconeus muscle
RID43092	4015104	right pronator teres muscle
RID43093	4014333	left pronator teres muscle
RID43094	4014942	right flexor carpi radialis muscle
RID43095	4014171	left flexor carpi radialis muscle
RID43096	4015072	right palmaris longus muscle
RID43097	4014301	left palmaris longus muscle
RID43098	4014944	right flexor carpi ulnaris muscle
RID43099	4014173	left flexor carpi ulnaris muscle
RID431	4013400	retroperitoneum
RID43100	4014948	right flexor digitorum superficialis muscle
RID43101	4014177	left flexor digitorum superficialis muscle
RID43102	4014947	right flexor digitorum profundus muscle
RID43103	4014176	left flexor digitorum profundus muscle
RID43104	4014952	right flexor pollicis longus muscle
RID43105	4014181	left flexor pollicis longus muscle
RID43106	4015103	right pronator quadratus muscle
RID43107	4014332	left pronator quadratus muscle
RID43108	4014887	right brachioradialis muscle
RID43109	4014117	left brachioradialis muscle
RID43110	4014917	right extensor carpi radialis longus muscle
RID43111	4014146	left extensor carpi radialis longus muscle
RID43112	4014915	right extensor carpi radialis brevis muscle
RID43113	4014144	left extensor carpi radialis brevis muscle
RID43114	4013790	extensor digitorum muscle
RID43115	4014924	right extensor digitorum muscle
RID43116	4014153	left extensor digitorum muscle
RID43117	4014921	right extensor digiti minimi muscle
RID43118	4014150	left extensor digiti minimi muscle
RID43119	4014919	right extensor carpi ulnaris muscle
RID43120	4014148	left extensor carpi ulnaris muscle
RID43121	4015163	right supinator muscle
RID43122	4014392	left supinator muscle
RID43123	4014854	right abductor pollicis longus muscle
RID43124	4014083	left abductor pollicis longus muscle
RID43125	4014929	right extensor pollicis brevis muscle
RID43126	4014158	left extensor pollicis brevis muscle
RID43127	4014931	right extensor pollicis longus muscle
RID43128	4014160	left extensor pollicis longus muscle
RID43129	4014927	right extensor indicis muscle
RID43130	4014156	left extensor indicis muscle
RID43133	4014853	right abductor pollicis brevis muscle
RID43134	4014082	left abductor pollicis brevis muscle
RID43135	4015062	right opponens pollicis muscle
RID43136	4014291	left opponens pollicis muscle
RID43137	4014951	right flexor pollicis brevis muscle
RID43138	4014180	left flexor pollicis brevis muscle
RID43139	4014862	right adductor pollicis muscle
RID43140	4014091	left adductor pollicis muscle
RID43141	4015071	right palmaris brevis muscle
RID43142	4014300	left palmaris brevis muscle
RID43143	4013427	abductor digiti minimi of right hand
RID43144	4013426	abductor digiti minimi of left hand
RID43145	4013841	flexor digiti minimi brevis of right hand
RID43146	4013840	flexor digiti minimi brevis of left hand
RID43147	4014645	opponens digiti minimi of right hand
RID43148	4014644	opponens digiti minimi of left hand
RID43161	4013753	dorsal interosseous muscle of hand
RID43258	4013939	horizontal fissure of right lung
RID43260	4014621	oblique fissure
RID43895	4015147	right subclavian artery
RID43896	4014376	left subclavian artery
RID43899	4014880	right axillary vein
